DayCode1,Occupation1,Power1
0.8,3,2.346
0.8,3,2.328
0.8,3,1.708
0.8,3,0.206
0.8,3,0.516
0.8,3,2.426
0.8,3,2.43
0.8,3,2.424
0.8,3,2.306
0.8,3,0.288
0.8,3,0.756
0.8,3,3.498
0.8,3,3.522
0.5,3,3.46
0.5,3,3.434
0.5,3,1.646
0.5,3,1.336
0.5,3,2.874
0.5,3,3.41
0.5,3,3.412
0.5,3,3.386
0.5,3,1.844
0.5,3,1.414
0.5,3,3.352
0.5,3,3.5
0.5,3,3.516
0.5,3,3.174
0.5,3,1.428
0.5,3,1.994
0.5,3,3.492
0.5,3,3.46
0.5,3,3.492
0.5,3,3.482
0.5,3,1.492
0.5,3,1.326
0.5,3,3.282
0.5,3,3.422
0.5,3,3.424
0.5,3,3.254
0.5,3,1.32
0.5,3,2.294
0.5,3,3.4
0.5,3,3.402
0.5,3,3.418
0.5,3,2.994
0.5,3,1.326
0.5,3,2.02
0.5,3,3.378
0.5,3,3.372
0.5,3,3.374
0.5,3,3.426
0.5,3,1.462
0.5,3,1.834
0.5,3,3.462
0.5,3,3.486
0.5,3,2.91
0.5,3,0.936
0.5,3,0.338
0.5,3,1.926
0.5,3,2.42
0.5,3,2.438
0.5,3,2.43
0.5,3,2.454
0.5,3,0.424
0.5,3,0.716
0.5,3,2.462
0.5,3,2.46
0.5,3,2.418
0.5,3,1
0.5,3,0.298
0.5,3,1.65
0.5,3,2.31
0.5,3,2.332
0.5,3,2.242
0.5,3,0.224
0.5,3,0.752
0.5,3,2.33
0.5,3,2.322
0.5,3,2.312
0.5,3,0.76
0.5,3,0.364
0.5,3,2.336
0.5,3,2.312
0.5,3,2.332
0.5,3,0.856
0.5,3,0.864
0.5,3,2.302
0.5,3,2.324
0.5,3,1.852
0.5,3,0.226
0.5,3,2.184
0.5,3,2.38
0.5,3,1.92
0.5,3,0.254
0.5,3,2.164
0.5,3,2.554
0.5,3,2.026
0.5,3,0.414
0.5,3,2.106
0.5,3,2.522
0.5,3,2.076
0.5,3,0.402
0.5,3,2.118
0.5,3,2.486
0.5,3,1.34
0.5,3,0.666
0.5,3,2.44
0.5,3,2.426
0.5,3,1.278
1,3,0.43
1,3,2.426
1,3,2.382
1,3,2.406
1,3,0.33
1,3,1.208
1,3,2.406
1,3,2.442
1,3,2.426
1,3,2.432
1,3,2.414
1,3,0.484
1,3,0.312
1,3,2.352
1,3,2.428
1,3,2.582
1,3,2.784
1,3,2.68
1,3,1.42
1,3,0.908
1,3,3.194
1,3,3.328
1,3,2.67
1,3,1.238
1,3,1.12
1,3,0.592
1,3,0.8
1,3,0.82
1,3,0.796
1,3,0.798
1,3,0.694
1,3,0.694
1,3,0.758
1,3,0.682
1,3,0.664
1,3,0.642
1,3,0.66
1,3,0.636
1,3,0.66
1,3,0.638
1,3,0.478
1,3,0.316
1,3,0.33
1,3,0.38
1,3,0.522
1,3,0.422
1,3,0.262
1,3,0.22
1,3,0.246
1,3,0.212
1,3,0.242
1,3,0.222
1,3,0.24
1,3,0.216
1,3,0.228
1,3,0.21
1,3,0.276
1,3,0.322
1,3,0.336
1,3,0.318
1,3,0.314
1,3,0.328
1,3,0.308
1,3,0.326
1,3,0.304
1,3,2.206
1,3,2.338
1,3,2.362
1,3,2.356
1,3,2.324
1,3,2.264
1,3,2.28
1,3,2.258
1,3,2.306
1,3,2.288
1,3,2.3
1,3,2.346
1,3,2.378
1,3,2.346
1,3,2.35
1,3,2.326
1,3,2.336
1,3,2.326
1,3,0.504
1,3,0.268
1,3,1.734
1,3,2.318
1,3,2.322
1,3,2.302
1,3,2.318
1,3,2.302
1,3,2.29
1,3,2.376
1,3,0.368
1,3,0.332
1,3,1.734
0.25,3,2.416
0.25,3,2.4
0.25,3,2.418
0.25,3,2.388
0.25,3,2.406
0.25,3,2.378
0.25,3,1.164
0.25,3,0.3
0.25,3,0.7
0.25,3,2.376
0.25,3,2.32
0.25,3,2.278
0.25,3,2.28
0.25,3,2.278
0.25,3,2.294
0.25,3,2.28
0.25,3,2.3
0.25,3,0.21
0.25,3,0.216
0.25,3,2.256
0.25,3,2.312
0.25,3,2.288
0.25,3,2.308
0.25,3,2.272
0.25,3,2.354
0.25,3,0.616
0.25,3,0.282
0.25,3,1.78
0.25,3,2.348
0.25,3,2.368
0.25,3,2.362
0.25,3,2.378
0.25,3,2.43
0.25,3,2.512
0.25,3,0.616
0.25,3,0.398
0.25,3,1.528
0.25,3,2.484
0.25,3,2.462
0.25,3,2.502
0.25,3,2.484
0.25,3,2.486
0.25,3,2.04
0.25,3,0.402
0.25,3,0.38
0.25,3,1.876
0.25,3,2.36
0.25,3,2.364
0.25,3,2.336
0.25,3,2.352
0.25,3,2.34
0.25,3,2.36
0.25,3,0.914
0.25,3,0.29
0.25,3,1.058
0.25,3,2.374
0.25,3,2.388
0.25,3,2.358
0.25,3,2.294
0.25,3,2.278
0.25,3,2.28
0.25,3,0.268
0.25,3,0.222
0.25,3,1.622
0.25,3,2.296
0.25,3,2.278
0.25,3,2.296
0.25,3,2.26
0.25,3,2.94
0.25,3,2.792
0.25,3,1.158
0.25,3,0.932
0.25,3,2.514
0.25,3,2.984
0.25,3,2.996
0.25,3,2.94
0.25,3,3.278
0.25,3,5.908
0.25,3,7.064
0.25,3,6.926
0.25,3,6.58
0.25,3,6.05
0.25,3,6.104
0.25,3,4.762
0.25,3,4.506
0.25,3,4.472
0.25,3,3.708
0.25,3,0.724
0.25,3,1.892
0.25,3,2.012
0.25,3,2.372
0.25,3,2.386
0.25,3,2.4
0.25,3,2.424
0.25,3,1.066
0.25,3,0.38
0.3,3,1.632
0.3,3,2.41
0.3,3,2.38
0.3,3,2.402
0.3,3,2.438
0.3,3,2.432
0.3,3,1.64
0.3,3,0.424
0.3,3,1.41
0.3,3,2.722
0.3,3,2.712
0.3,3,2.706
0.3,3,2.488
0.3,3,2.424
0.3,3,1.258
0.3,3,0.37
0.3,3,0.786
0.3,3,2.474
0.3,3,2.474
0.3,3,2.488
0.3,3,2.486
0.3,3,2.444
0.3,3,2.272
0.3,3,0.338
0.3,3,0.29
0.3,3,1.466
0.3,3,2.324
0.3,3,2.32
0.3,3,2.308
0.3,3,2.314
0.3,3,2.312
0.3,3,2.306
0.3,3,0.444
0.3,3,0.268
0.3,3,1.846
0.3,3,2.308
0.3,3,2.29
0.3,3,2.288
0.3,3,2.296
0.3,3,2.292
0.3,3,0.37
0.3,3,0.472
0.3,3,3.054
0.3,3,3.48
0.3,3,3.572
0.3,3,3.56
0.3,3,3.528
0.3,3,3.49
0.3,3,2.038
0.3,3,1.406
0.3,3,2.84
0.3,3,3.388
0.3,3,3.394
0.3,3,3.36
0.3,3,1.354
0.3,3,1.334
0.3,3,1.358
0.3,3,1.37
0.3,3,1.322
0.3,3,1.304
0.3,3,1.394
0.3,3,1.702
0.3,3,2.242
0.3,3,3.714
0.3,3,3.212
0.3,3,3.694
0.3,3,3.204
0.3,3,3.676
0.3,3,3.666
0.3,3,3.678
0.3,3,3.722
0.3,3,3.716
0.3,3,3.75
0.3,3,4.17
0.3,3,5.776
0.3,3,5.718
0.3,3,5.738
0.3,3,5.714
0.3,3,5.732
0.3,3,5.73
0.3,3,5.848
0.3,3,5.842
0.3,3,5.88
0.3,3,5.872
0.3,3,5.07
0.3,3,5.488
0.3,3,5.898
0.3,3,5.026
0.3,3,3.246
0.3,3,2.712
0.3,3,3.538
0.3,3,3.574
0.3,3,3.016
0.3,3,3.002
0.3,3,4.444
0.3,3,5.568
0.35,3,4.84
0.35,3,5.066
0.35,3,5.57
0.35,3,3.65
0.35,3,2.394
0.35,3,3.024
0.35,3,3.25
0.35,3,3.378
0.35,3,2.264
0.35,3,3.108
0.35,3,2.978
0.35,3,1.966
0.35,3,1.928
0.35,3,2.526
0.35,3,1.51
0.35,3,1.572
0.35,3,1.602
0.35,3,1.562
0.35,3,1.55
0.35,3,1.586
0.35,3,1.658
0.35,3,1.658
0.35,3,1.65
0.35,3,1.676
0.35,3,2.492
0.35,3,3.828
0.35,3,3.822
0.35,3,3.834
0.35,3,3.81
0.35,3,3.824
0.35,3,3.838
0.35,3,3.844
0.35,3,3.824
0.35,3,3.844
0.35,3,3.88
0.35,3,4.004
0.35,3,3.784
0.35,3,3.784
0.35,3,3.792
0.35,3,2.146
0.35,3,1.608
0.35,3,1.828
0.35,3,1.922
0.35,3,1.978
0.35,3,1.93
0.35,3,1.964
0.35,3,1.854
0.35,3,1.762
0.35,3,1.738
0.35,3,1.766
0.35,3,1.746
0.35,3,1.734
0.35,3,1.738
0.35,3,1.958
0.35,3,1.964
0.35,3,1.962
0.35,3,2.05
0.35,3,2.032
0.35,3,2.036
0.35,3,1.964
0.35,3,1.97
0.35,3,1.946
0.35,3,1.97
0.35,3,1.962
0.35,3,1.988
0.35,3,1.972
0.35,3,1.974
0.35,3,1.954
0.35,3,1.958
0.35,3,2.01
0.35,3,1.946
0.35,3,1.928
0.35,3,1.908
0.35,3,1.708
0.35,3,1.564
0.35,3,1.54
0.35,3,1.56
0.35,3,1.584
0.35,3,1.734
0.35,3,1.772
0.35,3,1.874
0.35,3,1.74
0.35,3,1.622
0.35,3,1.854
0.35,3,1.854
0.35,3,1.906
0.35,3,1.946
0.35,3,3.36
0.35,3,3.518
0.35,3,2.438
0.35,3,1.924
0.35,3,1.954
0.35,3,2.018
0.35,3,2.014
0.35,3,1.992
0.35,3,1.996
0.05,3,2.002
0.05,3,1.964
0.05,3,1.93
0.05,3,1.83
0.05,3,1.706
0.05,3,2.93
0.05,3,3.182
0.05,3,1.718
0.05,3,1.716
0.05,3,1.71
0.05,3,1.712
0.05,3,1.702
0.05,3,1.732
0.05,3,1.722
0.05,3,1.712
0.05,3,1.716
0.05,3,1.714
0.05,3,1.71
0.05,3,1.722
0.05,3,1.72
0.05,3,1.714
0.05,3,1.736
0.05,3,1.726
0.05,3,1.712
0.05,3,1.72
0.05,3,1.718
0.05,3,1.704
0.05,3,1.754
0.05,3,1.798
0.05,3,1.742
0.05,3,1.74
0.05,3,1.742
0.05,3,1.75
0.05,3,1.736
0.05,3,1.712
0.05,3,1.566
0.05,3,1.488
0.05,3,1.494
0.05,3,1.504
0.05,3,1.498
0.05,3,1.44
0.05,3,1.44
0.05,3,1.434
0.05,3,1.446
0.05,3,1.442
0.05,3,1.434
0.05,3,1.456
0.05,3,1.462
0.05,3,1.478
0.05,3,1.47
0.05,3,1.456
0.05,3,1.45
0.05,3,1.448
0.05,3,1.442
0.05,3,1.446
0.05,3,1.446
0.05,3,1.44
0.05,3,1.44
0.05,3,1.436
0.05,3,1.44
0.05,3,1.436
0.05,3,1.434
0.05,3,1.648
0.05,3,1.734
0.05,3,1.816
0.05,3,1.808
0.05,3,1.822
0.05,3,1.822
0.05,3,1.826
0.05,3,1.824
0.05,3,1.82
0.05,3,1.81
0.05,3,1.81
0.05,3,1.806
0.05,3,1.814
0.05,3,1.812
0.05,3,1.784
0.05,3,1.758
0.05,3,1.768
0.05,3,1.764
0.05,3,1.764
0.05,3,2.152
0.05,3,3.092
0.05,3,1.79
0.05,3,1.76
0.05,3,1.752
0.05,3,1.75
0.05,3,1.744
0.05,3,1.77
0.05,3,1.794
0.05,3,1.774
0.05,3,1.782
0.05,3,1.788
0.05,3,2.4
0.05,3,1.8
0.05,3,1.938
0.8,3,2.304
0.8,3,2.066
0.8,3,1.938
0.8,3,1.802
0.8,3,1.954
0.8,3,2.058
0.8,3,2.102
0.8,3,2.118
0.8,3,2.12
