DayCode1,Occupation1,Power1
0.25,3,1.8005033
0.25,3,1.1261484
0.25,3,1.1011634
0.3,3,0.40261279
0.3,3,0.97928335
0.3,3,0.36440722
0.3,3,0.367183
0.3,3,0.27302578
0.3,3,0.89477311
0.3,3,0.81072256
0.3,3,1.1837373
0.3,3,1.2568119
0.3,3,1.704073
0.3,3,1.2687864
0.3,3,1.1698789
0.3,3,1.2163025
0.3,3,1.7537449
0.3,3,1.1900054
0.3,3,1.3042121
0.3,3,1.2249566
0.3,3,1.3250261
0.3,3,1.82646
0.3,3,1.3258049
0.3,3,1.2188461
0.3,3,1.2013737
0.3,3,1.8210382
0.3,3,1.1886176
0.3,3,1.2299451
0.3,3,1.1828532
0.3,3,1.4638471
0.3,3,2.1997098
0.3,3,2.0919792
0.3,3,1.4285543
0.3,3,1.1831993
0.3,3,1.2509363
0.3,3,1.7262547
0.3,3,1.2083628
0.3,3,1.1503044
0.3,3,1.2108551
0.3,3,1.4224671
0.3,3,1.8592096
0.3,3,0.731499
0.3,3,0.68246078
0.3,3,0.69155578
0.3,3,0.67399778
0.3,3,1.4930137
0.3,3,2.0562332
0.3,3,0.406576
0.3,3,1.1314637
0.3,3,0.6352343
0.3,3,1.2052801
0.3,3,0.91903815
0.3,3,1.4394781
0.3,3,2.0947222
0.3,3,2.1026392
0.3,3,1.9332296
0.3,3,1.925594
0.3,3,1.1170862
0.3,3,1.3324647
0.3,3,0.618736
0.3,3,0.97365195
0.3,3,0.37808413
0.3,3,0.57266796
0.3,3,1.0712267
0.3,3,0.72252786
0.3,3,1.2119653
0.3,3,0.598741
0.3,3,1.1167569
0.3,3,1.1958208
0.3,3,0.889258
0.3,3,1.2027632
0.3,3,0.45811822
0.3,3,0.531689
0.3,3,1.3536754
0.3,3,0.966513
0.3,3,0.92571256
0.3,3,1.3668041
0.3,3,2.5169139
0.3,3,1.4922424
0.3,3,2.1843006
0.3,3,2.6772868
0.3,3,3.0102342
0.3,3,1.8937699
0.3,3,2.2162042
0.3,3,1.581686
0.3,3,2.5782134
0.3,3,2.0995354
0.3,3,0.74357589
0.3,3,0.77863
0.3,3,1.0692556
0.3,3,1.8733986
0.3,3,1.1804282
0.3,3,1.7992617
0.3,3,2.5697964
0.3,3,1.7486557
0.3,3,2.7563278
0.3,3,3.3532063
0.3,3,1.064684
0.3,3,0.73460556
0.35,3,0.97235656
0.35,3,1.5024316
0.35,3,1.2106921
0.35,3,0.67567867
0.35,3,1.2324042
0.35,3,0.34472944
0.35,3,1.064371
0.35,3,2.1996426
0.35,3,1.3754591
0.35,3,1.2489296
0.35,3,1.201913
0.35,3,1.8703304
0.35,3,1.6733159
0.35,3,1.6185155
0.35,3,1.6548201
0.35,3,1.5161703
0.35,3,1.2612376
0.35,3,1.52315
0.35,3,1.806755
0.35,3,1.6503563
0.35,3,1.1940911
0.35,3,1.2372301
0.35,3,1.380064
0.35,3,2.179415
0.35,3,1.3762325
0.35,3,1.1942118
0.35,3,1.2451874
0.35,3,1.8004924
0.35,3,2.1797271
0.35,3,1.6378397
0.35,3,1.2990707
0.35,3,1.2074938
0.35,3,2.2186759
0.35,3,2.0342084
0.35,3,1.6275411
0.35,3,1.4153927
0.35,3,2.8280277
0.35,3,1.7278623
0.35,3,1.317567
0.35,3,0.93246578
0.35,3,1.2944349
0.35,3,0.52505111
0.35,3,1.1477897
0.35,3,1.8487061
0.35,3,1.8950321
0.35,3,1.1141526
0.35,3,0.60165278
0.35,3,1.1370922
0.35,3,0.71742189
0.35,3,0.90012567
0.35,3,2.7136303
0.35,3,1.3607695
0.35,3,3.2253857
0.35,3,3.6265331
0.35,3,1.4839568
0.35,3,1.346483
0.35,3,1.1911879
0.35,3,0.54402442
0.35,3,0.82951689
0.35,3,1.2114023
0.35,3,0.80229289
0.35,3,0.87834516
0.35,3,0.68596493
0.35,3,0.97226289
0.35,3,0.52915419
0.35,3,0.44566699
0.35,3,0.96287268
0.35,3,0.27513737
0.35,3,0.33166478
0.35,3,0.33307314
0.35,3,0.95368778
0.35,3,0.66337933
0.35,3,0.49014383
0.35,3,0.67663219
0.35,3,1.6626099
0.35,3,1.598238
0.35,3,1.8583291
0.35,3,1.6279511
0.35,3,2.1341532
0.35,3,1.5435256
0.35,3,2.919133
0.35,3,2.475696
0.35,3,2.9177047
0.35,3,2.9094553
0.35,3,3.7981501
0.35,3,5.3143813
0.35,3,3.8067856
0.35,3,3.8124868
0.35,3,3.0590532
0.35,3,3.2672276
0.35,3,2.0782973
0.35,3,2.8644899
0.35,3,2.2796444
0.35,3,2.9317656
0.35,3,1.8062436
0.35,3,2.5805682
0.05,2,1.9747683
0.05,2,0.89387867
0.05,2,1.4897664
0.05,2,0.86131478
0.05,2,1.0286762
0.05,2,1.1474096
0.05,2,1.1571171
0.05,2,2.263685
0.05,2,1.7459674
0.05,2,1.7790137
0.05,2,2.2459212
0.05,2,2.0110128
0.05,2,1.9680769
0.05,2,1.7603503
0.05,2,1.586921
0.05,2,1.6948621
0.05,2,1.4854853
0.05,2,2.2923733
0.05,2,2.9562982
0.05,2,2.2183891
0.05,2,2.4285211
0.05,2,1.8558733
0.05,2,1.5900678
0.05,2,1.4001427
0.05,2,1.86786
0.05,2,1.5945554
0.05,2,1.9390144
0.05,2,2.4662926
0.05,2,2.4699516
0.05,2,1.4877432
