DayCode,Occupation,Power
0.05,3,1.2560209
0.05,3,0.54142087
0.05,3,0.47033844
0.05,3,1.045719
0.05,3,0.91098944
0.05,3,0.94595111
0.05,3,1.3248616
0.05,3,1.5255114
0.05,3,1.3898819
0.05,3,1.3337386
0.05,3,1.7769048
0.05,3,1.3185164
0.05,3,1.316788
0.05,3,1.4026231
0.05,3,1.4832352
0.05,3,0.541962
0.05,3,0.65241133
0.05,3,0.98805511
0.05,3,0.39575189
0.05,3,0.42243333
0.05,3,0.29629744
0.05,3,0.95800756
0.05,3,0.52703067
0.05,3,0.86910155
0.05,3,0.93322481
0.05,3,1.2777049
0.05,3,2.6741517
0.05,3,2.7847643
0.05,3,1.8032871
0.05,3,1.8460176
0.05,3,2.1676937
0.05,3,1.5433256
0.05,3,1.5078032
0.05,3,1.6629216
0.05,3,2.5398996
0.05,3,1.5689524
0.05,3,1.5540028
0.05,3,1.448621
0.05,3,1.5882655
0.05,3,2.5482823
0.05,3,1.5768852
0.8,3,0.73583344
0.8,3,2.1353787
0.8,3,0.53667611
0.8,3,1.7629089
0.8,3,2.1318131
0.8,3,0.41017644
0.8,3,0.29385372
0.8,3,0.37858622
0.8,3,0.89213582
