DayCode,Occupation,Power
0.25,3,3.0366976
0.25,3,1.7186615
0.25,3,2.2916668
0.25,3,1.645912
0.25,3,2.3937167
0.25,3,1.506975
0.25,3,1.5414616
0.25,3,2.1821189
0.25,3,1.5097229
0.25,3,1.7266247
0.25,3,1.9514021
0.25,3,1.443091
0.25,3,1.9864756
0.3,3,1.4035072
0.3,3,0.93465644
0.3,3,0.97407844
0.3,3,1.2744969
0.3,3,0.78715289
0.3,3,0.93782892
0.3,3,0.90342686
0.3,3,0.38133971
0.3,3,0.30473278
0.3,3,0.64533733
0.3,3,0.68305233
0.3,3,0.44862033
0.3,3,0.45912331
0.3,3,0.92273515
0.3,3,0.42908811
0.3,3,0.45334733
0.3,3,0.36686681
0.3,3,0.8542069
0.3,3,0.43128289
0.3,3,0.34950466
0.3,3,0.34771644
0.3,3,0.66825907
0.3,3,0.53220877
0.3,3,0.34484605
0.3,3,0.32363978
0.3,3,0.41178202
0.3,3,0.93953326
0.3,3,0.40952322
0.3,3,1.2041028
0.3,3,1.1829967
0.3,3,2.1500689
0.3,3,1.3204317
0.3,3,1.0701643
0.3,3,0.52434356
0.3,3,1.7178666
0.3,3,1.6727857
0.3,3,0.60786056
0.3,3,1.090241
0.3,3,0.70493267
0.3,3,0.91100756
0.3,3,0.79338244
0.3,3,1.3434704
0.3,3,0.47926889
0.3,3,1.1006053
0.3,3,0.49652209
0.3,3,0.53040934
0.3,3,1.0619482
0.3,3,0.59896011
0.3,3,1.1812685
0.3,3,1.6986692
0.3,3,1.1846386
0.3,3,1.2687498
0.3,3,1.8294206
0.3,3,1.2970861
0.3,3,1.2909821
0.3,3,3.9499592
0.3,3,2.4693194
0.3,3,2.3055899
0.3,3,1.4710208
0.3,3,1.4748546
0.3,3,1.5357748
0.3,3,1.883065
0.3,3,2.0118356
0.3,3,1.5292134
0.3,3,1.5884009
0.3,3,2.0969451
0.3,3,1.5867403
0.3,3,1.3739243
0.3,3,1.3357075
0.3,3,1.9507249
0.3,3,1.3225358
0.3,3,1.366327
0.3,3,1.3824351
0.3,3,1.5801283
0.3,3,1.2398272
0.3,3,0.96415239
0.3,3,0.74216374
0.3,3,1.2537633
0.3,3,0.72548922
0.3,3,0.79924084
0.3,3,0.695802
0.3,3,0.68130599
0.3,3,2.1626898
0.3,3,1.741425
0.3,3,2.4170635
0.3,3,1.6024532
0.3,3,1.9104794
0.3,3,1.8656646
0.3,3,1.6942758
0.3,3,1.6711304
0.3,3,1.7694539
0.3,3,2.0798174
0.3,3,1.4772643
0.3,3,1.4618647
0.3,3,1.4079068
0.3,3,1.8506557
0.35,3,1.8445041
0.35,3,2.356969
0.35,3,0.50977478
0.35,3,1.5834707
0.35,3,2.1478038
0.35,3,1.0855858
0.35,3,0.38746767
0.35,3,0.388774
0.35,3,0.32078244
0.35,3,0.36659578
0.35,3,0.99344311
0.35,3,0.29225695
0.35,3,0.37371689
0.35,3,0.32943767
0.35,3,0.31941044
0.35,3,0.99513233
0.35,3,0.37161089
0.35,3,0.42051976
0.35,3,0.463801
0.35,3,0.31207044
0.35,3,0.88860723
0.35,3,0.38428178
0.35,3,0.33655871
0.35,3,0.39857875
0.35,3,0.3090091
0.35,3,0.37545562
0.35,3,1.1427129
0.35,3,0.38627137
0.35,3,1.2244548
0.35,3,1.1987766
0.35,3,1.213019
0.35,3,2.1432709
0.35,3,1.1796001
0.35,3,1.3321969
0.35,3,1.7048612
0.35,3,1.5149692
0.35,3,1.2666139
0.35,3,1.241524
0.35,3,1.2529937
0.35,3,0.83209511
0.35,3,2.1856784
0.35,3,1.9909102
0.35,3,0.76149143
0.35,3,1.0615353
0.35,3,0.37673367
0.35,3,1.0109247
0.35,3,0.32354789
0.35,3,0.61045517
0.35,3,1.25218
0.35,3,0.89156356
0.35,3,1.4432616
0.35,3,1.0171605
0.35,3,0.85915544
0.35,3,1.4606644
0.35,3,1.1252929
0.35,3,1.4532436
0.35,3,1.7847276
0.35,3,1.0963189
0.35,3,1.1913163
0.35,3,1.8382609
0.35,3,0.84236133
0.35,3,0.73152033
0.35,3,1.198459
0.35,3,0.84081969
0.35,3,0.723461
0.35,3,0.77895178
0.35,3,1.3806972
0.35,3,0.95072242
0.35,3,0.91304427
0.35,3,1.247389
0.35,3,0.52814694
0.35,3,0.59220289
0.35,3,0.65392681
0.35,3,1.200315
0.35,3,0.56615267
0.35,3,0.65322908
0.35,3,0.65148699
0.35,3,1.2121357
0.35,3,0.69820489
0.35,3,0.64177736
0.35,3,0.73012567
0.35,3,1.2382256
0.35,3,1.4076356
0.35,3,1.52592
0.35,3,1.6919699
0.35,3,1.5453947
0.35,3,1.7992027
0.35,3,0.72691544
0.35,3,0.77704872
0.35,3,0.80352347
0.35,3,1.3925512
0.35,3,0.721548
0.35,3,0.70781944
0.35,3,0.76799644
0.35,3,1.0897205
0.35,3,1.2753778
0.05,3,0.80677333
0.05,3,0.31391909
0.05,3,0.34218565
0.05,3,0.77743389
0.05,3,0.55516211
0.05,3,0.36018567
0.05,3,0.2524758
0.05,3,0.38829366
0.05,3,0.999821
0.05,3,0.38092475
0.05,3,0.39120445
0.05,3,0.31247478
0.05,3,0.34917156
0.05,3,0.93370156
0.05,3,0.28845578
0.05,3,0.33477667
0.05,3,0.3085768
0.05,3,0.35068256
0.05,3,0.92806078
0.05,3,0.26329299
0.05,3,0.42235516
0.05,3,0.50850867
0.05,3,0.39968699
0.05,3,0.96827014
0.05,3,0.34416541
0.05,3,0.34849389
0.05,3,0.34217711
0.05,3,0.63138867
0.05,3,1.6051735
0.05,3,1.458217
0.05,3,1.2219871
0.05,3,1.2209124
0.05,3,2.2086986
0.05,3,1.8058068
0.05,3,3.3439154
0.05,3,3.1691199
0.05,3,1.5999804
0.05,3,2.2261561
0.05,3,2.0611011
0.05,3,2.3899054
0.05,3,2.528942
0.05,3,2.8526161
0.05,3,2.2323565
0.05,3,1.0216004
0.05,3,1.1696284
0.05,3,0.69037189
0.05,3,0.85270667
0.05,3,0.33912164
0.05,3,1.0428968
0.05,3,0.54555384
0.05,3,1.1202439
0.05,3,0.83385544
0.05,3,1.0023002
0.05,3,1.032395
0.05,3,0.50728833
